questions,code_answers
Напишите программу для определения длины самого длинного слова в заданном предложении.,"def find_longest_word_length(sentence):
    words = sentence.split()
    longest_word_length = 0
    for word in words:
        if len(word) > longest_word_length:
            longest_word_length = len(word)
    return longest_word_length"
Write a Python program to check whether a given string is a palindrome or not.,"def is_palindrome(string):
    # Remove all non-alphanumeric characters and convert to lowercase
    string = ''.join(e for e in string if e.isalnum()).lower()
    
    # Check if the string is equal to its reverse
    return string == string[::-1]"
Escribe un programa en Python para verificar si una cadena dada es un palíndromo o no.,"def is_palindrome(string):
    # Remove all non-alphanumeric characters and convert to lowercase
    string = ''.join(e for e in string if e.isalnum()).lower()
    
    # Check if the string is equal to its reverse
    return string == string[::-1]"
"Напишите программу на Python, чтобы проверить, является ли заданная строка палиндромом или нет.","def is_palindrome(string):
    # Remove all non-alphanumeric characters and convert to lowercase
    string = ''.join(e for e in string if e.isalnum()).lower()
    
    # Check if the string is equal to its reverse
    return string == string[::-1]"
Write a Python program to find the sum of all prime numbers below a given number.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un programa en Python para encontrar la suma de todos los números primos por debajo de un número dado.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
"Напишите программу на Python для нахождения суммы всех простых чисел, меньших заданного числа.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a program to check if a given string is a palindrome or not.,"def is_palindrome(string):
    # Remove any spaces and convert the string to lowercase
    string = string.replace("" "", """").lower()
    
    # Check if the string is equal to its reverse
    if string == string[::-1]:
        return True
    else:
        return False"
एक दिए गए स्ट्रिंग को पैलिंड्रोम है या नहीं यह जांचने के लिए एक प्रोग्राम लिखें।,"def is_palindrome(string):
    # Remove any spaces and convert the string to lowercase
    string = string.replace("" "", """").lower()
    
    # Check if the string is equal to its reverse
    if string == string[::-1]:
        return True
    else:
        return False"
Escribe un programa para verificar si una cadena dada es un palíndromo o no.,"def is_palindrome(string):
    # Remove any spaces and convert the string to lowercase
    string = string.replace("" "", """").lower()
    
    # Check if the string is equal to its reverse
    if string == string[::-1]:
        return True
    else:
        return False"
"Напишите программу для проверки, является ли заданная строка палиндромом или нет.","def is_palindrome(string):
    # Remove any spaces and convert the string to lowercase
    string = string.replace("" "", """").lower()
    
    # Check if the string is equal to its reverse
    if string == string[::-1]:
        return True
    else:
        return False"
Write a program to convert a decimal number to binary.,"def decimal_to_binary(decimal):
    binary = """"
    while decimal > 0:
        binary = str(decimal % 2) + binary
        decimal = decimal // 2
    return binary"
Escribe un programa para convertir un número decimal a binario.,"def decimal_to_binary(decimal):
    binary = """"
    while decimal > 0:
        binary = str(decimal % 2) + binary
        decimal = decimal // 2
    return binary"
Напишите программу для преобразования десятичного числа в двоичное.,"def decimal_to_binary(decimal):
    binary = """"
    while decimal > 0:
        binary = str(decimal % 2) + binary
        decimal = decimal // 2
    return binary"
Write a Python program to find the sum of all the numbers divisible by 7 between two given numbers.,"def sum_divisible_by_7(start, end):
    # Initialize sum to 0
    total = 0
    
    # Iterate through all numbers between start and end
    for num in range(start, end + 1):
        # Check if the number is divisible by 7
        if num % 7 == 0:
            # Add the number to the sum
            total += num
    
    return total"
दो दिए गए नंबर के बीच में 7 से विभाज्य सभी नंबरों के योग को ढूंढने के लिए एक पायथन प्रोग्राम लिखें।,"def sum_divisible_by_7(start, end):
    # Initialize sum to 0
    total = 0
    
    # Iterate through all numbers between start and end
    for num in range(start, end + 1):
        # Check if the number is divisible by 7
        if num % 7 == 0:
            # Add the number to the sum
            total += num
    
    return total"
Escribe un programa en Python para encontrar la suma de todos los números divisibles por 7 entre dos números dados.,"def sum_divisible_by_7(start, end):
    # Initialize sum to 0
    total = 0
    
    # Iterate through all numbers between start and end
    for num in range(start, end + 1):
        # Check if the number is divisible by 7
        if num % 7 == 0:
            # Add the number to the sum
            total += num
    
    return total"
与えられた2つの数の間で7で割り切れるすべての数の合計を求めるためのPythonプログラムを作成してください。,"def sum_divisible_by_7(start, end):
    # Initialize sum to 0
    total = 0
    
    # Iterate through all numbers between start and end
    for num in range(start, end + 1):
        # Check if the number is divisible by 7
        if num % 7 == 0:
            # Add the number to the sum
            total += num
    
    return total"
"Напишите программу на Python для нахождения суммы всех чисел, делящихся на 7, между двумя заданными числами.","def sum_divisible_by_7(start, end):
    # Initialize sum to 0
    total = 0
    
    # Iterate through all numbers between start and end
    for num in range(start, end + 1):
        # Check if the number is divisible by 7
        if num % 7 == 0:
            # Add the number to the sum
            total += num
    
    return total"
Write a program to check if a given string is a valid URL or not.,"def is_valid_url(url):
    try:
        result = urlparse(url)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False"
"एक दिए गए स्ट्रिंग को यदि एक मान्य URL है या नहीं, यह जांचने के लिए एक प्रोग्राम लिखें।","def is_valid_url(url):
    try:
        result = urlparse(url)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False"
Escribe un programa para verificar si una cadena dada es una URL válida o no.,"def is_valid_url(url):
    try:
        result = urlparse(url)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False"
"Напишите программу для проверки, является ли заданная строка допустимым URL или нет.","def is_valid_url(url):
    try:
        result = urlparse(url)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False"
Write a Python program to find the maximum element in a list.,"def find_max_element(lst):
    return max(lst)"
编写一个Python程序来找到列表中的最大元素。,"def find_max_element(lst):
    return max(lst)"
リスト内の最大要素を見つけるためのPythonプログラムを作成してください。,"def find_max_element(lst):
    return max(lst)"
Напишите программу на Python для поиска максимального элемента в списке.,"def find_max_element(lst):
    return max(lst)"
Write a program to calculate the sum of all odd numbers in a given list.,"def sum_of_odd_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 != 0:
            sum += num
    return sum"
编写一个程序来计算给定列表中所有奇数的和。,"def sum_of_odd_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 != 0:
            sum += num
    return sum"
एक दिए गए सूची में सभी विषम संख्याओं का योग की गणना करने के लिए एक प्रोग्राम लिखें।,"def sum_of_odd_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 != 0:
            sum += num
    return sum"
Escribe un programa para calcular la suma de todos los números impares en una lista dada.,"def sum_of_odd_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 != 0:
            sum += num
    return sum"
Напишите программу для вычисления суммы всех нечетных чисел в заданном списке.,"def sum_of_odd_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 != 0:
            sum += num
    return sum"
Write a Python program to find the largest number among three given numbers.,"def find_largest_number(num1, num2, num3):
    if num1 >= num2 and num1 >= num3:
        largest_num = num1
    elif num2 >= num1 and num2 >= num3:
        largest_num = num2
    else:
        largest_num = num3
    return largest_num"
编写一个Python程序，找出三个给定数字中的最大数。,"def find_largest_number(num1, num2, num3):
    if num1 >= num2 and num1 >= num3:
        largest_num = num1
    elif num2 >= num1 and num2 >= num3:
        largest_num = num2
    else:
        largest_num = num3
    return largest_num"
Escribe un programa en Python para encontrar el número más grande entre tres números dados.,"def find_largest_number(num1, num2, num3):
    if num1 >= num2 and num1 >= num3:
        largest_num = num1
    elif num2 >= num1 and num2 >= num3:
        largest_num = num2
    else:
        largest_num = num3
    return largest_num"
Напишите программу на Python для поиска наибольшего числа среди трех заданных чисел.,"def find_largest_number(num1, num2, num3):
    if num1 >= num2 and num1 >= num3:
        largest_num = num1
    elif num2 >= num1 and num2 >= num3:
        largest_num = num2
    else:
        largest_num = num3
    return largest_num"
Write a function to check if a given year is a leap year or not.,"def is_leap_year(year):
    if year % 4 == 0:
        if year % 100 == 0:
            if year % 400 == 0:
                return True
            else:
                return False
        else:
            return True
    else:
        return False"
एक दिए गए वर्ष के बारे में जांच करने के लिए एक फ़ंक्शन लिखें जो कि यह देखेगा कि वह एक लीप वर्ष है या नहीं।,"def is_leap_year(year):
    if year % 4 == 0:
        if year % 100 == 0:
            if year % 400 == 0:
                return True
            else:
                return False
        else:
            return True
    else:
        return False"
Escribe una función para verificar si un año dado es bisiesto o no.,"def is_leap_year(year):
    if year % 4 == 0:
        if year % 100 == 0:
            if year % 400 == 0:
                return True
            else:
                return False
        else:
            return True
    else:
        return False"
"Напишите функцию, чтобы проверить, является ли заданный год високосным или нет.","def is_leap_year(year):
    if year % 4 == 0:
        if year % 100 == 0:
            if year % 400 == 0:
                return True
            else:
                return False
        else:
            return True
    else:
        return False"
Write a Python program to find the sum of all the elements in a list.,"def find_sum(lst):
    sum = 0
    for num in lst:
        sum += num
    return sum"
编写一个Python程序，找到列表中所有元素的和。,"def find_sum(lst):
    sum = 0
    for num in lst:
        sum += num
    return sum"
Escribe un programa en Python para encontrar la suma de todos los elementos en una lista.,"def find_sum(lst):
    sum = 0
    for num in lst:
        sum += num
    return sum"
リストのすべての要素の合計を見つけるためのPythonプログラムを作成してください。,"def find_sum(lst):
    sum = 0
    for num in lst:
        sum += num
    return sum"
Напишите программу на Python для нахождения суммы всех элементов в списке.,"def find_sum(lst):
    sum = 0
    for num in lst:
        sum += num
    return sum"
Write a Python program to calculate the sum of all the elements in a list.,"def calculate_sum(lst):
    total = 0
    for num in lst:
        total += num
    return total"
编写一个Python程序来计算列表中所有元素的总和。,"def calculate_sum(lst):
    total = 0
    for num in lst:
        total += num
    return total"
リストのすべての要素の合計を計算するためのPythonプログラムを作成してください。,"def calculate_sum(lst):
    total = 0
    for num in lst:
        total += num
    return total"
Напишите программу на Python для вычисления суммы всех элементов в списке.,"def calculate_sum(lst):
    total = 0
    for num in lst:
        total += num
    return total"
Write a program to calculate the factorial of a given number.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
编写一个程序来计算给定数字的阶乘。,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
एक दिए गए नंबर का फैक्टोरियल गणना करने के लिए एक प्रोग्राम लिखें।,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Escribe un programa para calcular el factorial de un número dado.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
与えられた数の階乗を計算するプログラムを作成してください。,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Напишите программу для вычисления факториала заданного числа.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Write a Python program to find the sum of all prime numbers up to a given number.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
编写一个Python程序，找到给定数字之前所有质数的和。,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un programa en Python para encontrar la suma de todos los números primos hasta un número dado.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Напишите программу на Python для нахождения суммы всех простых чисел до заданного числа.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a Python program to find the sum of all numbers below a given limit that are multiples of 3 or 5.,"def sum_multiples(limit):
    sum = 0
    for num in range(limit):
        if num % 3 == 0 or num % 5 == 0:
            sum += num
    return sum"
Escribe un programa en Python para encontrar la suma de todos los números por debajo de un límite dado que son múltiplos de 3 o 5.,"def sum_multiples(limit):
    sum = 0
    for num in range(limit):
        if num % 3 == 0 or num % 5 == 0:
            sum += num
    return sum"
"Напишите программу на Python, чтобы найти сумму всех чисел ниже заданного предела, которые являются кратными 3 или 5.","def sum_multiples(limit):
    sum = 0
    for num in range(limit):
        if num % 3 == 0 or num % 5 == 0:
            sum += num
    return sum"
Write a program to check if a given number is a narcissistic number (equal to the sum of its digits raised to the power of the number of digits).,"def is_narcissistic_number(num):
    # Convert the number to a string to access its digits
    num_str = str(num)
    
    # Get the number of digits in the number
    num_digits = len(num_str)
    
    # Calculate the sum of the digits raised to the power of the number of digits
    sum_of_digits = sum(int(digit) ** num_digits for digit in num_str)
    
    # Check if the sum is equal to the original number
    if sum_of_digits == num:
        return True
    else:
        return False"
编写一个程序来检查给定的数字是否是水仙花数（等于其每位数字的幂次之和）。,"def is_narcissistic_number(num):
    # Convert the number to a string to access its digits
    num_str = str(num)
    
    # Get the number of digits in the number
    num_digits = len(num_str)
    
    # Calculate the sum of the digits raised to the power of the number of digits
    sum_of_digits = sum(int(digit) ** num_digits for digit in num_str)
    
    # Check if the sum is equal to the original number
    if sum_of_digits == num:
        return True
    else:
        return False"
Escribe un programa para verificar si un número dado es un número narcisista (igual a la suma de sus dígitos elevados a la potencia del número de dígitos).,"def is_narcissistic_number(num):
    # Convert the number to a string to access its digits
    num_str = str(num)
    
    # Get the number of digits in the number
    num_digits = len(num_str)
    
    # Calculate the sum of the digits raised to the power of the number of digits
    sum_of_digits = sum(int(digit) ** num_digits for digit in num_str)
    
    # Check if the sum is equal to the original number
    if sum_of_digits == num:
        return True
    else:
        return False"
"Напишите программу для проверки, является ли заданное число числом-норманом (равным сумме его цифр, возведенных в степень количества цифр).","def is_narcissistic_number(num):
    # Convert the number to a string to access its digits
    num_str = str(num)
    
    # Get the number of digits in the number
    num_digits = len(num_str)
    
    # Calculate the sum of the digits raised to the power of the number of digits
    sum_of_digits = sum(int(digit) ** num_digits for digit in num_str)
    
    # Check if the sum is equal to the original number
    if sum_of_digits == num:
        return True
    else:
        return False"
Write a code to determine if a number is a prime number.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un código para determinar si un número es un número primo.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a program to check if a given number is a perfect square or not.,"def is_perfect_square(num):
    # Check if the square root of the number is an integer
    sqrt = math.sqrt(num)
    return sqrt.is_integer()"
एक दिए गए नंबर को परफेक्ट स्क्वायर है या नहीं यह जांचने के लिए एक प्रोग्राम लिखें।,"def is_perfect_square(num):
    # Check if the square root of the number is an integer
    sqrt = math.sqrt(num)
    return sqrt.is_integer()"
Escribe un programa para verificar si un número dado es un cuadrado perfecto o no.,"def is_perfect_square(num):
    # Check if the square root of the number is an integer
    sqrt = math.sqrt(num)
    return sqrt.is_integer()"
"Напишите программу для проверки, является ли заданное число полным квадратом или нет.","def is_perfect_square(num):
    # Check if the square root of the number is an integer
    sqrt = math.sqrt(num)
    return sqrt.is_integer()"
Write a program that accepts a list of numbers as input and outputs the sum of all even numbers in the list.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
编写一个程序，接受一个数字列表作为输入，并输出列表中所有偶数的和。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Escribe un programa que acepte una lista de números como entrada y muestre la suma de todos los números pares en la lista.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
"Напишите программу, которая принимает список чисел в качестве входных данных и выводит сумму всех четных чисел в списке.","def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Write a Python program that checks if a given number is prime or not.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
एक पायथन प्रोग्राम लिखें जो दिए गए नंबर को प्राइम है या नहीं यह जांचता है।,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un programa en Python que verifique si un número dado es primo o no.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
"Напишите программу на Python, которая проверяет, является ли заданное число простым или нет.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a Python function to reverse a string.,"def reverse_string(string):
    return string[::-1]"
编写一个Python函数来反转一个字符串。,"def reverse_string(string):
    return string[::-1]"
Pythonの関数を作成して、文字列を逆にする。,"def reverse_string(string):
    return string[::-1]"
Напишите функцию на Python для разворота строки.,"def reverse_string(string):
    return string[::-1]"
Write a program to find the GCD (Greatest Common Divisor) of two numbers.,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a"
दो नंबरों का GCD (ग्रेटेस्ट कॉमन डिवाइजर) ढूंढने के लिए एक प्रोग्राम लिखें।,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a"
Escribe un programa para encontrar el MCD (Máximo Común Divisor) de dos números.,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a"
Напишите программу для нахождения НОД (Наибольший Общий Делитель) двух чисел.,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a"
Write a program that accepts a string as input and returns the number of vowels present in the string.,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
编写一个程序，接受一个字符串作为输入，并返回字符串中元音字母的数量。,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
एक प्रोग्राम लिखें जो एक स्ट्रिंग को इनपुट के रूप में स्वीकार करता है और स्ट्रिंग में मौजूद स्वरों की संख्या लौटाता है।,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
Escribe un programa que acepte una cadena como entrada y devuelva el número de vocales presentes en la cadena.,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
Write a function that takes a list of integers as input and returns the sum of all even numbers in the list.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
编写一个函数，该函数以整数列表作为输入，并返回列表中所有偶数的和。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
एक फ़ंक्शन लिखें जो एक पूर्णांकों की सूची को इनपुट के रूप में लेता है और सूची में सभी सम्पूर्णांकों का योग लौटाता है।,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Escribe una función que tome una lista de enteros como entrada y devuelva la suma de todos los números pares en la lista.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
整数のリストを入力として受け取り、リスト内のすべての偶数の合計を返す関数を作成してください。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
"Напишите функцию, которая принимает список целых чисел в качестве входных данных и возвращает сумму всех четных чисел в списке.","def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Write a function that takes a number as input and returns the square of that number.,"def square_number(number):
    return number ** 2"
编写一个函数，该函数接受一个数字作为输入，并返回该数字的平方。,"def square_number(number):
    return number ** 2"
एक फ़ंक्शन लिखें जो एक नंबर को इनपुट के रूप में लेता है और उस नंबर का वर्ग लौटाता है।,"def square_number(number):
    return number ** 2"
Escribe una función que tome un número como entrada y devuelva el cuadrado de ese número.,"def square_number(number):
    return number ** 2"
入力として数値を受け取り、その数値の二乗を返す関数を作成してください。,"def square_number(number):
    return number ** 2"
"Напишите функцию, которая принимает число в качестве входных данных и возвращает квадрат этого числа.","def square_number(number):
    return number ** 2"
Write a function that takes a string as input and returns the reverse of that string.,"def reverse_string(input_string):
    return input_string[::-1]"
编写一个函数，该函数接受一个字符串作为输入，并返回该字符串的反转。,"def reverse_string(input_string):
    return input_string[::-1]"
एक फ़ंक्शन लिखें जो एक स्ट्रिंग को इनपुट के रूप में लेता है और उस स्ट्रिंग का उलटा लौटाता है।,"def reverse_string(input_string):
    return input_string[::-1]"
Escribe una función que tome una cadena como entrada y devuelva la reversa de esa cadena.,"def reverse_string(input_string):
    return input_string[::-1]"
"Напишите функцию, которая принимает строку в качестве входных данных и возвращает обратную этой строку.","def reverse_string(input_string):
    return input_string[::-1]"
Write a program to find the LCM (Least Common Multiple) of two numbers.,"def find_lcm(num1, num2):
    # Find the maximum of the two numbers
    max_num = max(num1, num2)
    
    # Initialize the LCM as the maximum number
    lcm = max_num
    
    # Keep incrementing the LCM until it is divisible by both numbers
    while True:
        if lcm % num1 == 0 and lcm % num2 == 0:
            break
        lcm += max_num
    
    return lcm"
दो नंबरों का LCM (सबसे छोटा समापन गुणांक) ढूंढ़ने के लिए एक प्रोग्राम लिखें।,"def find_lcm(num1, num2):
    # Find the maximum of the two numbers
    max_num = max(num1, num2)
    
    # Initialize the LCM as the maximum number
    lcm = max_num
    
    # Keep incrementing the LCM until it is divisible by both numbers
    while True:
        if lcm % num1 == 0 and lcm % num2 == 0:
            break
        lcm += max_num
    
    return lcm"
Escribe un programa para encontrar el MCM (Mínimo Común Múltiplo) de dos números.,"def find_lcm(num1, num2):
    # Find the maximum of the two numbers
    max_num = max(num1, num2)
    
    # Initialize the LCM as the maximum number
    lcm = max_num
    
    # Keep incrementing the LCM until it is divisible by both numbers
    while True:
        if lcm % num1 == 0 and lcm % num2 == 0:
            break
        lcm += max_num
    
    return lcm"
Напишите программу для нахождения НОК (наименьшего общего кратного) двух чисел.,"def find_lcm(num1, num2):
    # Find the maximum of the two numbers
    max_num = max(num1, num2)
    
    # Initialize the LCM as the maximum number
    lcm = max_num
    
    # Keep incrementing the LCM until it is divisible by both numbers
    while True:
        if lcm % num1 == 0 and lcm % num2 == 0:
            break
        lcm += max_num
    
    return lcm"
Write a program to find the maximum of two numbers.,"def find_maximum(a, b):
    if a > b:
        return a
    else:
        return b"
दो नंबरों का अधिकतम ढूंढ़ने के लिए एक प्रोग्राम लिखें।,"def find_maximum(a, b):
    if a > b:
        return a
    else:
        return b"
Escribe un programa para encontrar el máximo de dos números.,"def find_maximum(a, b):
    if a > b:
        return a
    else:
        return b"
Напишите программу для нахождения максимума из двух чисел.,"def find_maximum(a, b):
    if a > b:
        return a
    else:
        return b"
Write a program to check if a given number is a power of 2 or not.,"def is_power_of_two(n):
    if n <= 0:
        return False
    return (n & (n - 1)) == 0"
编写一个程序来检查给定的数字是否是2的幂。,"def is_power_of_two(n):
    if n <= 0:
        return False
    return (n & (n - 1)) == 0"
Escribe un programa para verificar si un número dado es una potencia de 2 o no.,"def is_power_of_two(n):
    if n <= 0:
        return False
    return (n & (n - 1)) == 0"
"Напишите программу для проверки, является ли заданное число степенью двойки или нет.","def is_power_of_two(n):
    if n <= 0:
        return False
    return (n & (n - 1)) == 0"
Write a Python function that checks whether a given number is prime or not.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
एक पायथन फंक्शन लिखें जो दिए गए नंबर को प्राइम है या नहीं यह जांचता है।,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe una función en Python que verifique si un número dado es primo o no.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
"Напишите функцию на Python, которая проверяет, является ли заданное число простым или нет.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a Python program to calculate the sum of all numbers in a given list.,"def calculate_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
编写一个Python程序来计算给定列表中所有数字的总和。,"def calculate_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
एक दिए गए सूची में सभी संख्याओं का योग निर्धारित करने के लिए एक पायथन कार्यक्रम लिखें।,"def calculate_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Escribe un programa en Python para calcular la suma de todos los números en una lista dada.,"def calculate_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Напишите программу на Python для вычисления суммы всех чисел в заданном списке.,"def calculate_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Write a Python program to swap the values of two variables without using a third variable.,"def swap_values(a, b):
    a = a + b
    b = a - b
    a = a - b
    return a, b"
编写一个Python程序，交换两个变量的值，不使用第三个变量。,"def swap_values(a, b):
    a = a + b
    b = a - b
    a = a - b
    return a, b"
Escribe un programa en Python para intercambiar los valores de dos variables sin usar una tercera variable.,"def swap_values(a, b):
    a = a + b
    b = a - b
    a = a - b
    return a, b"
三番目の変数を使用せずに、2つの変数の値を交換するためのPythonプログラムを書いてください。,"def swap_values(a, b):
    a = a + b
    b = a - b
    a = a - b
    return a, b"
Напишите программу на Python для обмена значениями двух переменных без использования третьей переменной.,"def swap_values(a, b):
    a = a + b
    b = a - b
    a = a - b
    return a, b"
Write a Python program to print the Fibonacci sequence up to a given number.,"def fibonacci(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    return sequence"
编写一个Python程序，打印出给定数字的斐波那契数列。,"def fibonacci(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    return sequence"
Escribe un programa en Python para imprimir la secuencia de Fibonacci hasta un número dado.,"def fibonacci(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    return sequence"
Напишите программу на Python для печати последовательности Фибоначчи до заданного числа.,"def fibonacci(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    return sequence"
Write a Python program to calculate the factorial of a given number.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
编写一个Python程序来计算给定数字的阶乘。,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
एक दिए गए नंबर के फैक्टरियल की गणना करने के लिए एक पायथन प्रोग्राम लिखें।,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
与えられた数の階乗を計算するためのPythonプログラムを作成してください。,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Напишите программу на Python для вычисления факториала заданного числа.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Write a Python program to find the sum of all numbers in a given list.,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
编写一个Python程序，找到给定列表中所有数字的总和。,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
एक दिए गए सूची में सभी संख्याओं का योग ढूंढने के लिए एक पायथन प्रोग्राम लिखें।,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Напишите программу на Python для нахождения суммы всех чисел в заданном списке.,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
